order_date,cust_id,net_sales,source
2018-12-11,cust31284,325,web
2018-12-17,cust31284,234,web
2019-03-29,cust36528,0,web
2019-02-24,cust35083,351,web
2016-11-06,cust3126,234,web
2016-11-21,cust3126,234,web
2017-03-05,cust3126,497.25,web
2018-08-13,cust3126,585,web
2017-12-14,cust14217,127.283,web
2017-04-02,cust6450,125.32,web
2018-11-04,cust28589,0,other
2018-12-10,cust31150,117,web
2018-11-19,cust29295,138.723,web
2016-12-06,cust3975,234,web
2017-12-05,cust3975,234,web
2018-07-12,cust22720,93.6,web
2018-01-20,cust15954,404.3,web
2018-02-13,cust15954,0,other
2018-02-28,cust15954,315.9,web
2018-04-29,cust19028,223.886,store
2019-02-23,cust19028,107.237,web
2018-10-20,cust27933,548.223,store
2017-01-25,cust5202,112.32,web
2016-12-01,cust3813,234,web
2017-05-20,cust7510,117,web
2018-02-05,cust16330,88.699,web
2018-05-14,cust16330,126.139,web
2019-01-10,cust16330,125.827,web
2018-12-21,cust32523,195.143,web
2019-01-28,cust32523,0,other
2018-12-29,cust32928,517.569,store
2016-09-09,cust1976,124.748,web
2018-08-12,cust24271,109.2,web
2017-12-19,cust14705,187.85,web
2018-12-11,cust14705,397.8,web
2018-06-06,cust21025,98.15,web
2019-02-06,cust34366,477.477,web
2017-01-10,cust5003,0,web
2017-07-15,cust8832,0,web
2016-01-19,cust56,234,web
2016-02-05,cust56,126.75,web
2019-03-02,cust56,198.9,web
2017-06-17,cust8241,97.019,web
2018-06-26,cust8241,247,web
2017-07-17,cust8867,125.619,web
2017-07-20,cust8867,215.306,web
2017-08-30,cust9980,117,web
2018-12-09,cust31025,590.85,web
2018-12-14,cust31637,234,web
2017-01-05,cust4933,351,web
2017-09-07,cust4933,234,web
2018-11-23,cust4933,304.564,store
2018-06-28,cust22067,88.4,store
2018-07-23,cust22067,196.547,store
2017-07-26,cust9099,245.986,web
2017-08-10,cust9099,0,other
2017-09-12,cust9099,127.283,web
2017-10-07,cust9099,127.283,web
2018-08-03,cust23764,259.506,web
2018-11-21,cust29391,347.893,web
2017-11-26,cust12716,123.734,store
2016-09-18,cust2125,117,web
2016-11-09,cust2125,113.62,web
2017-06-07,cust7943,126.75,web
2017-06-19,cust7943,0,other
2017-10-30,cust7943,141.583,web
2016-10-25,cust2895,0,web
2018-10-10,cust27449,117,web
2018-11-23,cust29487,210.6,store
2018-12-19,cust29487,0,web
2018-12-26,cust29487,424.645,web
2019-03-30,cust36589,143.299,web
2018-10-06,cust27237,99.45,store
2018-12-15,cust27237,105.3,store
2019-03-09,cust27237,105.3,store
2017-09-19,cust10558,0,web
2018-04-28,cust18980,393.25,store
2017-12-01,cust13105,126.75,web
2018-09-04,cust25554,229.359,web
2018-03-24,cust17756,108.589,web
2017-08-01,cust9259,0,web
2017-08-16,cust9259,0,other
2016-12-25,cust4798,125.32,web
2017-01-07,cust4798,125.32,web
2017-07-16,cust4798,490.438,web
2017-12-09,cust13753,8.32,web
2017-08-07,cust9448,198.9,web
2016-08-26,cust1807,0,web
2018-05-30,cust1807,0,web
2017-05-31,cust7766,135.044,web
2017-06-06,cust7766,0,other
2018-11-07,cust28723,0,web
2017-11-08,cust11901,0,web
2019-03-05,cust35462,215.007,web
2019-03-24,cust35462,111.813,store
2017-06-04,cust7856,0,web
2019-01-02,cust33073,198.9,web
2017-12-16,cust14412,8.619,web
2019-01-13,cust14412,117,store
2017-12-30,cust15380,0,web
2018-01-19,cust15380,0,other
2019-03-30,cust36590,143,store
2019-03-30,cust36590,88.4,store
2018-03-18,cust17584,497.25,web
2018-04-02,cust17584,0,other
2019-01-04,cust33136,117,web
2019-03-08,cust33136,201.24,web
2018-03-17,cust17563,117,web
2018-04-14,cust18397,205.4,store
2018-06-10,cust18397,182,store
2018-07-02,cust18397,0,other
2017-11-24,cust12536,132.743,web
2018-07-17,cust22981,0,other
2018-07-17,cust22981,0,other
2017-02-28,cust5793,125.32,web
2018-11-25,cust29718,124.02,web
2018-11-28,cust29718,446.472,web
2017-07-22,cust9012,126.75,web
2017-08-15,cust9012,0,other
2018-12-17,cust32042,130,web
2019-03-12,cust35763,348.283,web
2016-03-15,cust288,126.75,web
2016-12-20,cust4700,127.283,web
2018-07-01,cust22191,160.03,web
2018-12-31,cust33016,0,other
2018-03-06,cust17222,325,web
2018-04-18,cust17222,0,other
2018-04-26,cust17222,234,web
2017-08-16,cust9640,126.75,web
2018-06-24,cust21892,210.6,web
2018-03-29,cust17885,126.75,web
2018-04-19,cust17885,520,web
2018-10-22,cust17885,234,web
2016-06-11,cust770,164.749,web
2016-06-20,cust929,205.92,web
2017-10-18,cust929,98.15,web
2017-10-27,cust929,38.35,web
2017-11-30,cust929,126.75,web
2017-11-26,cust12717,464.386,store
2019-02-01,cust34186,184.86,store
2018-07-29,cust23555,111.15,web
2018-08-07,cust23555,236.444,web
2017-01-21,cust5161,210.6,web
2017-11-24,cust5161,233.987,web
2018-10-03,cust5161,273,web
2018-12-10,cust5161,315.9,web
2019-03-23,cust5161,117,web
2019-01-17,cust33594,179.439,web
2019-01-23,cust33594,11.7,web
2019-01-29,cust33594,0,other
2019-01-15,cust33505,117,web
2017-06-07,cust7944,511.082,web
2018-11-10,cust28845,351,web
2017-04-13,cust6711,130,web
2018-03-04,cust17152,125.957,web
2018-04-08,cust17152,189.8,web
2017-11-18,cust12240,636.506,store
2017-09-11,cust10344,176.8,store
2017-09-12,cust10344,0,other
2017-08-25,cust9863,132.743,web
2017-06-12,cust8066,117,web
2018-06-20,cust8066,117,web
2019-02-23,cust35029,315.9,store
2016-12-10,cust4156,136.149,web
2017-02-12,cust4156,136.149,web
2017-05-16,cust4156,209.3,web
2017-10-15,cust4156,533,web
2019-01-30,cust34117,117,web
2017-12-17,cust14526,132.743,web
2017-12-02,cust13186,123.734,store
2018-02-15,cust16619,533.806,web
2019-03-03,cust16619,369.213,web
2018-08-27,cust25076,209.183,web
2018-09-28,cust25076,0,other
2018-05-08,cust19524,126.334,web
2017-10-06,cust10989,293.8,web
2018-05-31,cust20617,109.2,web
2019-02-15,cust34719,0,web
2019-03-18,cust34719,341.25,store
2019-03-19,cust34719,0,other
2019-02-01,cust34187,197.015,store
2016-02-11,cust166,0,web
2018-04-18,cust18557,126.75,web
2016-12-01,cust3814,125.32,web
2016-08-15,cust1645,0,web
2018-05-07,cust19465,126.75,web
2018-11-26,cust19465,126.75,web
2018-10-25,cust28172,117,web
2018-07-10,cust22620,117,web
2018-07-05,cust22359,117,web
2018-11-07,cust28724,353.6,web
2018-12-19,cust32298,106.6,web
2018-06-01,cust20706,0,web
2017-04-19,cust6803,298.35,web
2018-10-23,cust28089,116.883,web
2018-11-21,cust28089,210.6,web
2019-03-30,cust28089,88.4,store
2016-11-13,cust3250,125.32,other
2017-01-04,cust3250,125.32,web
2017-01-29,cust3250,112.619,web
2017-05-28,cust3250,106.119,web
2017-09-21,cust3250,117,web
2018-06-14,cust3250,117,web
2018-10-21,cust3250,125.957,web
2019-02-16,cust3250,107.237,web
2016-01-29,cust101,126.75,web
2016-10-19,cust101,125.32,web
2016-11-25,cust101,117,web
2017-06-26,cust101,205.4,web
2018-09-29,cust26877,130,web
2018-11-14,cust26877,312.52,web
2018-12-10,cust26877,0,web
2018-12-10,cust26877,303.264,web
2017-07-31,cust9226,117,web
2017-10-12,cust9226,88.4,web
2017-12-21,cust9226,319.8,web
2018-04-11,cust9226,364,web
2016-09-14,cust2071,234,web
2017-12-05,cust2071,109.72,web
2018-11-21,cust2071,210.912,web
2018-12-02,cust30305,342.693,web
2017-12-16,cust14413,250.107,web
2018-12-11,cust31285,344.5,web
2018-12-18,cust31285,0,other
2018-06-29,cust22102,88.4,store
2018-08-25,cust24943,97.461,store
2016-12-20,cust4701,257.01,web
2017-01-28,cust4701,132.743,web
2018-07-24,cust4701,9.49,web
2019-03-26,cust36374,520,web
2018-01-24,cust16035,117,web
2017-06-18,cust8265,315.9,web
2018-02-28,cust17019,325,web
2018-04-03,cust17019,455,web
2018-04-10,cust17019,0,other
2018-04-19,cust17019,275.6,store
2018-06-08,cust17019,176.8,web
2018-06-21,cust17019,210.6,web
2018-06-24,cust17019,0,other
2019-01-28,cust34027,285.896,web
2018-10-28,cust28300,222.3,web
2017-11-30,cust13054,117,web
2017-12-21,cust13054,117,web
2018-02-19,cust13054,117,web
2018-03-05,cust13054,117,web
2019-01-08,cust13054,125.827,web
2019-03-18,cust13054,198.9,web
2018-06-22,cust21822,79.56,store
2018-07-20,cust21822,106.6,store
2018-12-29,cust32929,468,web
2018-06-22,cust21823,234,web
2018-07-20,cust21823,0,other
2018-12-16,cust31923,530.53,web
2018-05-17,cust19970,126.75,web
2018-08-24,cust24887,234,store
2018-12-01,cust30223,162.773,store
2018-03-18,cust17585,117,web
2018-03-27,cust17829,0,web
2017-11-13,cust12076,526.032,web
2017-11-24,cust12076,926.887,web
2017-12-04,cust12076,0,other
2017-12-12,cust12076,575.25,web
2018-09-29,cust26878,88.4,store
2018-05-01,cust19119,117,web
2018-05-04,cust19119,596.7,web
2018-12-02,cust19119,486.72,web
2016-08-24,cust1780,198.9,web
2016-11-25,cust1780,111.683,web
2017-06-23,cust1780,107.77,web
2017-06-26,cust1780,0,other
2017-12-12,cust1780,125.32,web
2018-09-10,cust1780,210.6,web
2017-07-26,cust9100,117,web
2017-09-29,cust9100,138.32,web
2018-02-12,cust9100,500.5,web
2018-06-01,cust20707,117,web
2016-12-11,cust4242,234,web
2018-08-19,cust24606,129.012,store
2017-03-21,cust6214,234,web
2018-12-08,cust30884,210.6,web
2017-11-11,cust11997,334.061,store
2018-12-03,cust30384,9.074,web
2018-12-26,cust30384,93.6,store
2018-11-29,cust30109,500.5,web
2018-12-19,cust30109,112.086,web
2016-07-08,cust1107,397.8,web
2018-11-01,cust28464,117,web
2018-12-31,cust28464,234,web
2018-09-21,cust26494,450.45,web
2016-12-23,cust4777,124.02,store
2016-12-16,cust4540,126.75,web
2017-11-13,cust12077,8.619,web
2017-11-28,cust12077,0,other
2016-12-10,cust4157,125.32,web
2018-04-21,cust18683,344.331,store
2018-04-21,cust18683,715,store
2018-12-16,cust31924,159.12,web
2017-07-10,cust8717,265.2,web
2017-07-27,cust8717,0,other
2017-12-19,cust14706,243.308,web
2017-07-26,cust9101,109.2,web
2018-05-07,cust19466,315.9,web
2018-06-15,cust19466,209.95,web
2018-07-12,cust19466,378.742,web
2019-02-05,cust34320,121.199,web
2016-12-02,cust3843,234,web
2019-03-09,cust35614,0,store
2018-04-28,cust18981,255.06,store
2018-05-23,cust18981,372.06,web
2018-10-03,cust27108,164.827,store
2017-12-02,cust13187,126.75,web
2018-11-25,cust13187,125.827,web
2019-01-07,cust13187,125.957,web
2018-06-13,cust21370,103.194,web
2018-07-08,cust21370,103.194,web
2018-07-12,cust21370,187.408,web
2018-09-25,cust21370,0,other
2017-06-07,cust7945,126.75,web
2018-06-06,cust7945,293.8,web
2018-06-08,cust7945,139.334,web
2019-01-10,cust33343,126.334,web
2018-10-24,cust28137,202.8,web
2018-12-14,cust31638,77.974,web
2018-05-15,cust19886,88.4,store
2018-06-14,cust19886,0,other
2018-06-22,cust19886,0,other
2019-02-14,cust19886,117,store
2017-12-07,cust13588,234,web
2017-08-16,cust9641,97.019,web
2018-07-26,cust23420,123.097,web
2017-05-02,cust7087,125.619,web
2019-02-11,cust34575,117,store
2018-12-23,cust32672,130,web
2016-11-20,cust3416,0,web
2018-04-30,cust19068,97.734,web
2018-07-11,cust22664,244.686,web
2018-07-20,cust22664,0,other
2018-12-02,cust22664,544.921,store
2018-12-26,cust22664,895.453,store
2018-12-27,cust22664,0,other
2019-03-08,cust22664,0,other
2017-10-09,cust11040,234,web
2018-08-01,cust11040,234,web
2018-08-09,cust11040,9.334,web
2019-03-29,cust11040,126.737,web
2018-12-08,cust30885,288.834,store
2017-08-01,cust9260,0,web
2018-05-18,cust20012,126.139,web
2018-08-20,cust20012,122.473,web
2017-10-03,cust10901,201.188,web
2018-02-13,cust10901,0,other
2016-06-13,cust823,198.9,web
2018-07-02,cust22249,84.474,web
2018-05-23,cust20221,325,web
2017-02-22,cust5684,126.75,web
2017-09-13,cust5684,234,web
2017-09-18,cust5684,0,other
2018-12-17,cust5684,188.747,web
2019-02-17,cust5684,68.25,web
2019-02-07,cust34400,0,web
2017-05-09,cust7250,126.75,web
2017-09-05,cust7250,107.25,web
2016-11-25,cust3524,124.579,web
2017-05-18,cust3524,117,web
2018-11-25,cust29719,106.457,web
2016-06-18,cust900,298.35,web
2016-06-21,cust900,198.9,web
2016-11-25,cust900,198.9,web
2017-06-09,cust900,353.587,web
2017-06-10,cust900,198.9,web
2018-01-13,cust900,302.25,web
2018-02-02,cust900,596.7,web
2018-06-25,cust900,0,web
2018-06-25,cust900,44.018,other
2018-09-12,cust900,83.434,web
2017-09-29,cust10797,19.149,web
2018-12-08,cust30886,205.4,web
2018-05-13,cust19779,0,web
2019-02-09,cust34474,117,store
2019-02-13,cust34474,234,store
2018-12-29,cust32930,633.685,web
2018-12-05,cust30560,117,web
2016-12-14,cust4415,107.198,web
2018-06-19,cust4415,315.9,web
2018-11-26,cust4415,301.86,web
2018-09-02,cust25424,0,store
2018-09-02,cust25424,472.121,store
2018-09-04,cust25424,0,other
2018-09-05,cust25424,0,other
2018-09-07,cust25424,0,other
2018-10-18,cust25424,0,other
2018-11-29,cust30110,9.139,web
2018-02-08,cust16431,91.26,web
2018-06-07,cust16431,227.5,web
2018-12-15,cust16431,106.08,web
2018-12-18,cust32173,170.17,web
2017-07-23,cust9030,126.75,web
2018-12-23,cust32673,130,web
2018-06-13,cust21371,176.8,web
2018-06-29,cust21371,306.28,web
2018-07-03,cust21371,260,web
2018-07-14,cust21371,205.4,web
2018-08-03,cust21371,210.6,web
2018-09-10,cust21371,202.8,web
2018-10-03,cust21371,500.5,web
2019-02-05,cust21371,533,web
2019-02-10,cust21371,325,web
2019-03-22,cust21371,182,web
2017-10-04,cust10935,234,web
2017-08-03,cust9324,103.519,web
2018-05-09,cust9324,97.734,web
2018-05-31,cust9324,97.734,web
2018-06-14,cust9324,102.934,web
2018-12-26,cust32797,88.4,web
2016-03-31,cust398,134.355,web
2017-05-09,cust7251,234,web
2017-07-20,cust7251,0,other
2019-01-10,cust7251,351,web
2018-12-16,cust31925,106.6,web
2018-11-24,cust29628,176.8,web
2019-03-04,cust35411,109.343,web
2018-07-26,cust23421,117,web
2017-08-29,cust9944,210.834,web
2018-09-05,cust9944,220.324,web
2017-04-07,cust6584,243.906,web
2016-05-17,cust576,99.45,store
2018-12-15,cust31779,288.587,web
2016-10-15,cust2687,117,web
2016-11-03,cust2687,234,web
2017-04-11,cust2687,0,web
2017-07-07,cust2687,325,web
2017-09-16,cust2687,0,web
2017-10-22,cust2687,315.9,web
2018-05-26,cust2687,315.9,web
2018-05-31,cust2687,98.15,web
2018-07-08,cust2687,103.35,web
2018-07-14,cust2687,184.86,web
2019-01-16,cust2687,108.719,web
2019-02-05,cust2687,159.25,web
2019-03-20,cust2687,0,other
2017-08-04,cust9380,205.4,web
2016-08-12,cust1613,245.037,web
2016-12-29,cust1613,315.9,web
2017-09-27,cust1613,234,web
2018-04-06,cust1613,234,web
2018-05-31,cust20618,209.95,web
2018-07-08,cust22486,198.9,web
2018-10-12,cust22486,336.661,web
2016-11-30,cust3790,0,web
2016-12-05,cust3790,132.054,web
2017-06-19,cust8285,234,web
2017-07-17,cust8285,0,other
2017-09-20,cust8285,325,web
2018-04-16,cust18481,133.51,web
2018-06-24,cust18481,114.907,web
2018-05-09,cust19563,198.9,web
2018-11-26,cust29776,125.957,web
2018-03-19,cust17609,98.683,web
2019-03-14,cust17609,511.238,web
2017-06-19,cust8286,125.619,web
2017-08-27,cust8286,125.619,web
2017-10-29,cust8286,325,web
2018-01-11,cust8286,125.619,web
2018-04-30,cust8286,120.484,web
2018-08-16,cust24469,30.29,web
2018-07-24,cust23316,234,web
2018-08-07,cust23316,0,other
2019-02-27,cust35204,117,web
2018-12-07,cust30789,198.9,web
2018-12-28,cust32877,9.334,web
2018-08-15,cust24423,160.81,web
2018-10-10,cust24423,117,web
2019-03-19,cust24423,176.8,web
2017-07-24,cust9052,322.4,web
2017-08-09,cust9052,234,web
2017-12-17,cust9052,325,web
2018-09-20,cust9052,497.25,web
2018-11-13,cust29004,0,web
2017-07-27,cust9133,243.906,web
2018-12-05,cust30561,124.02,web
2018-05-13,cust19780,126.139,web
2018-09-11,cust19780,138.723,web
2018-05-18,cust20013,117,store
2018-09-09,cust25868,386.1,store
2017-05-01,cust7061,0,web
2018-11-20,cust29342,0,web
2017-07-22,cust9013,436.8,web
2017-08-13,cust9013,605.8,other
2017-08-13,cust9013,0,other
2019-02-02,cust9013,945.945,web
2019-02-10,cust9013,160.277,web
2016-12-01,cust3815,468,web
2018-12-15,cust31780,88.4,web
2016-07-15,cust1169,198.9,web
2017-12-19,cust14707,256.867,web
2018-10-29,cust28344,234,web
2018-09-16,cust26243,123.734,store
2018-12-08,cust26243,124.02,store
2018-12-10,cust26243,0,other
2019-03-13,cust26243,0,other
2018-07-01,cust22192,234,web
2018-03-05,cust17182,325,web
2018-03-11,cust17182,0,other
2018-04-23,cust17182,0,other
2018-05-06,cust17182,0,other
2018-05-24,cust17182,0,other
2018-06-19,cust17182,126.334,web
2018-11-07,cust17182,553.787,store
2018-11-07,cust17182,0,other
2018-05-03,cust19211,0,web
2019-01-28,cust34028,351,web
2019-02-24,cust34028,165.1,web
2018-06-28,cust22068,159.965,web
2018-05-29,cust20446,9.334,web
2017-03-13,cust6060,351,store
2018-01-18,cust15899,510.406,web
2018-03-01,cust15899,0,web
2017-10-12,cust11121,0,web
2017-12-08,cust13677,101.4,web
2017-11-22,cust12448,0,web
2017-06-13,cust8100,125.619,web
2017-06-27,cust8100,315.9,web
2017-07-11,cust8100,0,other
2018-07-12,cust8100,325,web
2016-07-11,cust1133,245.037,web
2016-08-05,cust1133,125.32,web
2018-03-06,cust1133,0,other
2018-12-05,cust30562,117,web
2016-11-13,cust3251,234,web
2016-12-28,cust3251,124.579,web
2017-03-31,cust3251,125.229,web
2017-12-31,cust15419,9.75,web
2019-03-18,cust35986,107.666,web
2017-01-16,cust5081,125.32,web
2017-11-28,cust5081,325,web
2018-08-10,cust5081,616.317,web
2018-08-05,cust23866,210.6,web
2018-10-04,cust23866,306.8,web
2017-11-02,cust11678,234,web
2018-01-18,cust11678,234,web
2018-05-03,cust11678,88.4,web
2018-08-28,cust11678,77.727,web
2018-11-20,cust11678,106.574,web
2019-02-04,cust11678,176.8,web
2017-06-22,cust8368,293.8,web
2017-07-02,cust8368,0,other
2018-09-03,cust8368,585.65,web
2017-06-17,cust8242,96.629,web
2018-10-01,cust27005,123.5,web
2018-10-23,cust27005,234,web
2018-05-04,cust19302,127.53,store
2018-08-06,cust23927,128.947,web
2018-10-18,cust23927,327.847,web
2019-01-08,cust23927,67.769,web
2019-03-22,cust23927,195,web
2019-03-28,cust23927,0,other
2016-12-08,cust4058,0,web
2017-12-15,cust14311,94.809,web
2016-10-15,cust2688,126.75,web
2017-03-16,cust2688,129.961,web
2017-05-12,cust2688,205.4,web
2017-05-30,cust2688,98.15,web
2016-12-09,cust4108,126.75,web
2017-04-29,cust4108,0,other
2018-11-24,cust29629,317.2,web
2018-12-18,cust29629,0,other
2019-03-03,cust29629,167.7,web
2017-12-09,cust13754,126.75,web
2018-12-03,cust30385,125.957,web
2016-11-11,cust3216,234,web
2018-09-26,cust26745,151.957,web
2018-10-01,cust26745,9.75,web
2018-10-01,cust26745,9.75,web
2018-10-18,cust26745,0,other
2019-02-11,cust34576,126.464,web
2018-11-04,cust28590,102.453,web
2018-12-11,cust31286,223.236,store
2017-04-01,cust6436,234,web
2017-04-07,cust6436,234,web
2017-05-01,cust6436,293.8,web
2017-12-20,cust6436,234,web
2018-12-13,cust6436,468,web
2018-08-12,cust24272,157.677,store
2018-11-06,cust24272,315.315,web
2018-12-03,cust24272,472.992,web
2018-12-22,cust24272,89.583,web
2017-05-29,cust7707,129.961,web
2019-01-22,cust33798,125.827,web
2019-02-06,cust33798,126.464,web
2019-03-28,cust33798,266.5,web
2018-06-13,cust21372,0,web
2018-11-18,cust29239,108.524,web
2017-02-04,cust5333,113.919,web
2017-12-13,cust5333,125.619,web
2017-12-28,cust5333,0,other
2017-12-22,cust14968,475.475,web
2017-10-19,cust11327,93.704,web
2017-12-22,cust14969,457.509,web
2018-01-16,cust15849,0,web
2018-04-15,cust18443,117,store
2018-05-18,cust18443,315.9,store
2018-07-30,cust18443,315.9,store
2018-11-26,cust29777,8.827,web
2018-06-30,cust22152,0,web
2018-11-26,cust29778,248.04,web
2017-04-13,cust6712,210.6,web
2017-07-14,cust6712,210.6,web
2018-12-21,cust32524,126.074,web
2018-11-17,cust29186,88.4,web
2017-03-25,cust6295,361.101,web
2017-05-24,cust7607,117,web
2017-06-01,cust7607,0,other
2017-06-04,cust7607,1082.9,web
2017-06-05,cust7607,113.919,web
2017-06-23,cust7607,125.619,web
2017-06-26,cust7607,0,other
2017-06-30,cust7607,117,web
2017-07-27,cust7607,117,web
2017-08-02,cust7607,0,other
2017-08-04,cust7607,88.4,web
2017-08-05,cust7607,353.6,web
2017-08-14,cust7607,0,other
2017-09-06,cust7607,234,web
2017-09-07,cust7607,117,web
2018-04-12,cust7607,293.8,web
2018-06-02,cust7607,0,web
2018-09-29,cust7607,184.977,web
2018-02-28,cust17020,526.5,web
2018-03-16,cust17020,114.634,web
2017-09-20,cust10584,0,web
2018-05-02,cust19152,234,web
2017-11-25,cust12648,529.282,store
2016-07-06,cust1075,234,web
2017-04-08,cust6600,351,web
2018-12-16,cust31926,260,web
2017-08-10,cust9536,0,web
2018-06-20,cust21709,357.682,web
2018-06-29,cust21709,0,other
2018-10-22,cust28046,210.6,web
2016-12-05,cust3942,136.149,web
2017-04-28,cust3942,136.149,web
2018-04-30,cust3942,136.76,web
2018-07-19,cust23079,126.334,web
2017-01-14,cust5055,234,web
2018-03-01,cust17049,222.3,web
2018-03-05,cust17049,0,other
2018-03-05,cust17049,117,web
2018-03-08,cust17049,0,other
2017-12-01,cust13106,218.4,store
2018-06-03,cust13106,205.4,web
2017-08-10,cust9537,205.4,web
2017-08-30,cust9537,338.806,web
2017-10-31,cust9537,245.986,web
2018-09-05,cust9537,312,web
2018-11-08,cust9537,111.15,web
2018-12-18,cust9537,309.829,web
2019-03-08,cust35576,117,web
2016-12-04,cust3904,132.054,web
2017-10-15,cust11200,134.355,web
2018-06-17,cust21566,247,web
2017-02-21,cust5662,129.961,web
2017-02-24,cust5662,129.961,web
2017-05-16,cust5662,110.461,web
2017-10-26,cust5662,101.4,web
2018-07-08,cust5662,0,web
2018-08-26,cust5662,244.244,web
2017-04-25,cust6932,174.187,web
2017-06-14,cust6932,102.427,web
2018-04-23,cust6932,248.04,web
2018-11-05,cust6932,297.505,web
2019-01-02,cust33074,106.457,web
2017-11-28,cust12899,0,web
2017-11-28,cust12899,0,web
2018-09-28,cust26829,0,web
2017-05-14,cust7349,117,web
2018-12-14,cust31639,0,other
2018-06-21,cust21759,259.506,web
2018-08-03,cust21759,371.722,web
2019-02-09,cust34475,299,web
2018-04-24,cust18817,0,other
2017-11-28,cust12900,125.619,web
2018-03-16,cust12900,312,web
2018-04-08,cust12900,97.734,web
2018-04-12,cust12900,243.334,web
2018-01-07,cust15589,0,web
2019-01-19,cust15589,0,web
2018-12-09,cust31026,132.977,web
2017-10-06,cust10990,126.75,web
2018-11-24,cust29630,117,store
2016-12-13,cust4347,234,web
2017-10-27,cust11547,315.9,web
2018-10-28,cust28301,10.283,web
2018-06-19,cust21658,0,other
2017-08-01,cust9261,260,web
2018-03-25,cust9261,0,web
2018-10-05,cust27199,500.5,web
2018-10-15,cust27199,0,other
2016-10-13,cust2545,0,web
2018-09-17,cust26291,205.4,web
2018-10-30,cust28378,108.407,web
2019-01-18,cust28378,174.59,web
2017-11-12,cust12035,0,web
2018-09-08,cust25794,130,web
2019-03-12,cust35764,176.8,web
2017-07-21,cust8982,0,web
2016-06-17,cust884,468,web
2017-06-10,cust884,176.8,web
2017-06-28,cust884,0,other
2018-09-21,cust26495,106.6,store
2017-08-05,cust9417,176.8,web
2017-09-01,cust10038,117,store
2018-12-29,cust10038,467.415,store
2018-12-12,cust31429,0,web
2019-01-01,cust31429,0,other
2016-12-12,cust4295,125.32,web
2018-08-28,cust25127,128.947,web
2017-12-16,cust14414,146.25,web
2017-11-08,cust11902,252.785,web
2017-11-17,cust11902,325,web
2018-01-05,cust11902,315.9,web
2018-02-23,cust11902,117,web
2019-03-20,cust11902,298.35,web
2018-05-30,cust20515,114.634,web
2018-12-29,cust32931,117,store
2017-02-18,cust5551,125.32,other
2017-11-16,cust12163,14.04,web
2017-11-16,cust12163,0,other
2017-11-26,cust12163,0,other
2017-12-04,cust12163,0,web
2016-02-03,cust116,0,web
2018-11-21,cust29392,103.35,web
2019-01-27,cust29392,437.801,store
2018-04-15,cust18444,176.8,web
2018-03-08,cust17285,126.75,web
2018-04-01,cust17285,322.4,web
2018-04-02,cust17285,205.4,web
2018-05-31,cust17285,98.15,web
2018-09-18,cust17285,325,web
2018-09-18,cust17285,0,other
2018-10-01,cust17285,234,web
2018-10-02,cust17285,103.35,web
2018-10-03,cust17285,0,other
2018-12-17,cust17285,333.45,web
2019-01-15,cust17285,0,other
2019-01-30,cust17285,0,other
2019-03-08,cust17285,159.25,web
2018-04-27,cust18937,102.024,store
2017-12-15,cust14312,125.619,web
2018-03-25,cust14312,225.186,web
2018-05-10,cust19604,315.887,web
2018-09-10,cust19604,497.25,web
2018-10-03,cust19604,0,other
2018-06-25,cust21933,256.334,web
2019-02-28,cust35246,520,web
2017-02-06,cust5355,127.283,web
2017-12-19,cust5355,117,web
2019-02-07,cust34401,205.4,web
2016-08-21,cust1739,0,web
2017-08-08,cust9469,234,web
2017-09-20,cust9469,0,other
2017-06-29,cust8517,125.32,web
2017-08-06,cust9432,198.9,web
2018-09-15,cust26177,125.957,web
2018-12-09,cust31027,248.04,web
2019-02-09,cust31027,107.497,store
2019-02-09,cust31027,551.798,store
2018-02-25,cust16914,126.139,web
2018-04-25,cust16914,0,other
2018-07-22,cust16914,126.139,web
2018-12-16,cust31927,129.012,store
2018-12-21,cust31927,216.71,store
2019-02-08,cust34434,234,web
2017-12-19,cust14708,125.619,web
2018-06-21,cust14708,187.2,web
2019-01-20,cust33738,114.257,web
2016-11-29,cust3724,115.05,web
2018-12-12,cust31430,117,store
2018-01-15,cust15817,125.619,web
2018-03-16,cust15817,325,web
2018-11-21,cust29393,500.5,web
2017-05-04,cust7137,211.9,web
2017-09-13,cust7137,198.9,web
2017-12-13,cust7137,0,web
2018-01-09,cust7137,99.45,web
2019-03-28,cust7137,0,other
2017-11-01,cust11654,101.4,web
2018-04-22,cust18738,248.04,web
2018-05-01,cust18738,0,other
2018-05-08,cust19525,44.018,web
2018-12-15,cust31781,0,store
2017-06-10,cust8013,176.8,web
2017-06-27,cust8013,0,other
2017-12-09,cust8013,904.8,web
2017-12-12,cust8013,0,other
2018-04-04,cust8013,98.15,web
2018-05-31,cust8013,353.6,web
2018-07-13,cust8013,276.25,web
2018-09-08,cust25795,348.283,store
2018-12-29,cust25795,164.827,store
2018-09-29,cust26879,0,store
2018-09-28,cust26830,776.035,store
2018-10-18,cust26830,0,other
2018-11-08,cust28767,409.5,web
2018-10-18,cust27812,132.769,web
2017-01-12,cust5024,126.75,web
2017-06-13,cust8101,198.9,web
2017-11-11,cust11998,198.9,web
2018-11-30,cust30159,325,web
2017-06-28,cust8489,106.119,web
2017-12-15,cust8489,205.4,web
2018-06-26,cust8489,176.8,web
2017-10-22,cust11406,149.305,web
